@RELATION T5V

@ATTRIBUTE att1 numeric
@ATTRIBUTE att2 numeric
@ATTRIBUTE class {1,2,3,4,5}

@DATA
2.111,-2.508,5
-3.8003,0.92724,4
0.90527,-2.3591,5
-0.31789,1.8984,4
1.6607,2.8279,2
-0.8112,0.54212,1
1.0022,0.82622,1
-3.0945,2.2117,4
-3.7333,-1.2793,3
1.3012,0.52908,1
-1.3117,-2.2642,3
-2.5104,2.3657,4
0.9026,-1.2493,1
2.9909,-1.3827,5
-3.0105,-1.4623,3
-2.5154,1.0838,4
-0.44923,0.30739,1
-3.3118,-2.4755,3
-3.1789,-1.1824,3
2.3764,2.7529,2
2.0184,1.1319,2
-0.31794,0.53038,1
-3.3806,1.3575,4
1.4709,2.2196,2
0.1427,1.4634,1
-1.4374,2.3534,4
2.9378,-2.3022,5
-3.488,1.2458,4
-2.3145,2.4027,4
-2.8849,-1.3487,3
-2.1486,3.1443,4
-0.38325,-0.33372,1
-1.3484,-2.7164,3
-1.9054,1.9597,4
-2.5634,2.4259,4
2.184,2.8594,2
2.058,-0.8955,5
-1.7538,-2.7701,3
0.38272,-0.31394,1
-3.2061,1.2302,4
-0.59141,-2.6124,3
-1.5688,-1.7881,3
-3.5559,1.695,4
1.71,2.6937,2
-2.179,-2.7165,3
2.3305,3.6649,2
-2.2946,-2.1391,3
1.878,-2.0324,5
1.7417,-2.1706,5
0.97773,0.54929,1
-0.56795,1.434,4
3.085,-1.6362,5
-2.0988,2.2861,4
2.0769,2.7471,2
-0.41187,-0.071794,1
1.9357,2.4273,2
2.2535,2.8048,2
1.9704,-3.1118,5
-2.4972,-3.1754,3
-1.5836,-2.6547,3
-3.1919,2.6911,4
-0.27506,-1.243,1
-2.3849,-2.5598,3
-2.9449,1.192,4
-1.8684,-1.5804,3
-1.5265,-1.8902,3
-2.0789,2.8916,4
1.4901,-2.2014,5
2.2554,-1.3231,5
0.54267,2.1693,2
-1.2445,-0.35883,1
-0.54951,-1.5111,3
-1.7171,2.3791,4
2.0398,2.1421,2
2.6824,-2.4412,5
-2.4617,-1.9826,3
2.0181,3.4966,2
-2.9625,2.7884,4
2.3973,-1.193,5
-0.80274,-0.35011,1
-2.4072,1.4213,4
-0.31533,0.55914,1
0.22191,0.43695,1
-1.4213,0.12928,1
1.5023,-2.048,5
2.4782,-2.5508,5
-3.5672,2.0993,4
2.8002,-2.9768,5
-1.2972,-3.569,3
-2.2169,-0.6955,3
-3.1626,-2.5688,3
-2.6236,-2.2025,3
0.17782,2.4743,2
1.5022,-1.0388,5
-2.5384,0.017755,3
-1.3235,-2.3873,3
-1.7421,1.2872,4
2.5555,2.8381,2
2.0723,-2.6926,5
-3.632,1.4701,4
3.4241,-1.994,5
1.253,-0.89501,5
-2.7166,-1.7799,3
0.50941,1.0437,2
0.80524,-1.0636,5
-3.5127,-1.8136,3
-2.6847,1.0858,4
3.082,-1.7515,5
-2.4354,1.6389,4
2.6254,1.3988,2
-2.7483,1.9666,4
-1.2359,-3.0393,3
-2.5103,-2.6264,3
0.31119,0.024438,1
1.6901,1.1407,2
1.6431,-0.34183,2
2.2424,1.9419,2
-2.4798,-2.5338,3
0.11812,0.073387,1
-2.7957,2.3505,4
1.8421,-1.8551,5
-1.0308,-0.91798,1
-2.8238,0.79857,4
-2.4399,-1.0817,3
-0.56472,1.8364,4
3.2449,2.4367,2
2.2339,-1.6732,5
-1.1775,2.3778,4
0.084968,-2.1333,5
-0.83028,1.0827,1
-1.2277,2.524,4
-2.1889,-3.1773,3
0.23482,2.2409,2
1.2435,1.5998,2
1.8874,-1.935,5
-2.8326,-2.4524,3
2.1138,1.4327,2
-3.52,2.9178,4
1.3185,1.7322,2
-0.29288,-0.91602,1
0.34968,-0.44134,1
0.2323,0.27342,1
-2.0799,2.2086,4
2.9844,-3.5185,5
1.3518,-3.3666,5
2.6867,-1.6955,5
2.4304,2.6155,2
-3.0139,1.0947,4
-0.22614,0.97232,1
2.0487,3.1374,2
1.9793,2.0731,2
1.5625,3.3255,2
-3.3118,3.2304,4
-1.164,-2.4754,3
2.7827,-1.837,5
2.091,-1.2697,5
2.1808,-3.8843,5
-2.221,-1.7151,3
-1.1997,-1.8852,3
-1.84,-3.2309,3
-0.16634,-0.0093213,1
0.63265,-2.0662,5
-0.40244,-0.28824,1
-2.5651,-2.2036,3
-1.6446,0.37786,1
2.0235,-1.8793,5
-2.9714,-1.7499,3
2.4496,2.1703,2
-1.2407,2.2241,4
1.6355,-2.5732,5
1.8368,1.1022,2
1.9342,2.2634,2
-1.8091,-1.8174,3
-0.76258,-1.4685,3
-1.8103,1.7556,4
2.3067,-1.226,5
-1.031,-0.98568,1
-0.32681,-0.50056,1
-0.91722,3.1042,4
-1.0442,-0.63801,1
2.5295,-1.4168,5
1.5557,3.1787,2
-2.259,2.2616,4
-0.81632,-3.1123,3
-2.3154,-1.7536,3
1.8559,2.1784,2
-1.7001,1.8649,4
-0.10702,0.35809,1
0.53909,0.22358,1
2.2292,1.8207,2
-1.9913,-2.8118,3
1.1466,-1.8238,5
-2.805,-2.9297,3
-0.35581,2.3168,1
-0.51124,-0.020963,1
-0.66126,0.35938,1
2.4339,-0.69715,5
0.8003,0.76374,1
-0.19037,0.43664,1
0.80831,-0.8639,1
-3.1093,0.99451,4
-2.1135,1.5608,4
0.016129,0.52095,1
-2.2812,2.4937,4
0.14584,-0.29828,1
-0.20856,0.4938,1
2.168,-1.5696,5
0.61747,-0.22355,1
-1.6051,1.9036,4
1.9043,1.024,2
1.4449,-0.59153,5
-2.303,-1.7361,3
-0.73901,0.45958,1
2.239,2.4338,2
3.4949,-2.4514,5
2.4122,2.4394,2
-0.14508,-1.5595,3
-1.841,-2.0394,3
1.3704,-2.5177,5
1.7549,0.12013,5
1.1898,-1.7119,5
1.964,2.4923,2
-0.92205,-0.44507,1
-2.8127,-0.70993,3
2.2407,-2.7091,5
3.302,-2.8117,5
2.5622,-2.2196,5
2.8399,1.8845,2
1.0568,0.33522,1
1.4088,1.8393,2
2.8633,-2.8829,5
1.9357,-2.0726,5
-2.0618,1.8334,4
0.94048,-1.5824,1
1.6561,1.0956,2
1.471,1.0752,2
1.1482,2.2946,2
-2.2999,3.2002,4
-0.18763,0.10738,1
2.5821,1.0922,2
1.0039,-1.4081,5
-0.5686,-0.026021,1
1.2274,-0.14704,1
-1.7966,-1.9007,3
2.1082,-2.0249,5
-3.2729,2.6956,4
0.47416,2.3137,2
1.4392,1.5589,2
0.42472,-1.5981,1
0.96323,-1.6975,5
-1.071,-2.112,3
-0.79617,-0.45237,1
-1.095,-2.1486,3
2.4678,2.6366,2
-1.265,-0.24438,1
0.58957,-0.42704,1
1.0736,1.7262,2
-1.0207,-2.8457,3
1.5302,-0.44286,5
-1.7282,0.82823,4
1.2927,-2.7127,5
-0.026364,0.94071,4
3.0613,1.769,2
-1.7034,0.67702,4
0.54549,1.1355,1
-2.1412,-0.66887,3
-0.96635,0.28872,1
-0.49478,0.814,1
-1.1862,0.63865,4
-3.8167,1.9386,4
2.9265,-2.107,5
-1.4616,-2.6648,3
0.029786,-0.54771,1
1.0748,-1.0614,5
-3.3877,-1.8673,3
-0.19901,-2.0512,3
2.8567,-2.2399,5
2.4311,2.7706,2
-0.38275,-0.32814,1
-1.6511,1.11,4
1.5951,2.5525,2
1.3765,-1.3122,5
1.7787,-2.0468,5
-2.6691,1.7123,4
-1.2743,-2.7252,3
-0.75401,-1.314,3
2.8881,2.1134,2
-0.44138,0.49524,1
-2.564,-1.7938,3
1.8083,-3.0681,5
0.87329,1.1812,1
-1.685,0.57622,1
-2.7214,2.5174,4
-2.394,1.7036,4
1.0156,2.0473,2
-0.25401,-1.0796,1
-2.7014,-1.1728,3
2.661,-0.77699,5
-1.8095,-1.0761,3
2.2133,-2.3191,5
-0.15384,-2.2456,3
3.1292,0.63602,2
-1.6483,-2.4168,3
1.9003,-2.764,5
-0.1117,-0.017402,1
1.6219,-3.3267,5
-0.47993,-3.3783,3
-1.5743,1.5232,4
2.0948,-2.722,5
2.286,2.2772,2
0.79613,-1.9247,5
-1.2159,2.2188,4
1.1244,-1.1669,5
0.41519,1.7902,1
-3.1687,-2.8232,3
3.1647,1.6443,2
2.0656,-1.7737,5
1.5698,1.7277,2
1.8627,-2.2176,5
-2.6445,0.74509,4
0.56575,-1.4855,5
0.97379,-2.5207,5
-1.2323,1.5839,4
-1.2837,-1.9636,3
2.3653,1.859,2
-2.6298,2.3499,4
-1.7542,0.89356,1
0.37563,-0.81207,1
-1.0016,-2.4037,3
-1.8596,-3.1973,3
2.7776,-1.3742,5
-0.55541,1.4892,1
0.53638,0.28078,1
1.9911,-2.6039,5
-2.0992,1.5307,4
1.3419,-2.0892,5
1.9535,-1.7349,5
0.05892,-0.5489,1
-1.7565,-0.43253,1
-2.524,3.3751,4
-2.3399,2.3,4
-0.29596,-0.47901,1
1.4765,1.7559,2
-3.4095,-2.2372,3
1.6181,1.79,2
3.4709,-1.683,5
0.044115,1.7411,1
-2.1841,2.5018,4
-2.488,-2.3033,3
0.21228,-0.31374,1
-2.1148,1.451,4
-1.9051,2.6944,4
1.8522,2.4793,2
-1.2271,-3.9424,3
1.4888,-1.6835,5
-0.15282,-0.45209,1
-2.572,-1.5894,3
0.78184,1.9644,2
1.4062,-2.374,5
1.0078,-2.2717,5
-0.18394,-0.13933,1
1.9987,-1.394,5
-1.9436,0.20524,3
2.3591,1.7589,2
2.7335,2.0746,2
-1.963,2.9631,4
-1.5909,1.4616,4
-0.88785,1.064,4
0.99407,3.9997,2
3.5562,1.2425,2
0.98983,-1.3719,5
1.0599,-1.9667,5
-1.5634,-3.5544,3
-2.9215,-1.7358,3
2.5935,2.7969,2
-2.1408,-2.3763,3
-2.1234,2.4896,4
-3.2855,1.998,4
-0.81528,-1.7335,1
-1.9601,-1.4445,3
-0.6407,-1.2309,1
-3.5312,1.554,4
0.22225,0.82226,1
1.5186,2.8306,2
1.3171,1.9946,2
-0.023923,-0.094645,1
-3.5044,1.5789,4
-1.5215,1.5043,4
-1.0209,1.6951,4
3.2716,-2.3175,5
-1.8577,-3.1663,3
-2.2883,1.2659,4
2.8894,1.1376,2
-2.9695,1.5912,4
0.065763,0.95456,1
-3.5001,-0.99873,3
-1.1896,1.8767,4
1.5149,2.6827,2
0.77475,1.7518,2
0.93259,-1.7309,1
3.1511,2.9888,2
-2.4705,-1.3757,3
-1.4822,1.4412,4
1.2953,-2.512,5
-2.2782,-1.7626,3
-1.7454,-2.4056,3
1.5346,-1.8967,5
0.3802,-0.060461,1
0.58173,1.6904,1
3.1712,2.0454,2
1.7785,-1.0633,5
-1.6965,-1.5501,3
-2.219,-1.2242,3
1.7443,2.8776,2
2.2375,0.09833,2
-2.6753,-2.3636,3
1.9056,2.3309,2
-1.5903,-3.1418,3
2.2624,3.3745,2
0.36306,-0.29124,1
1.7214,2.3923,2
2.9179,1.3938,2
-1.7968,3.2379,4
-2.8448,3.0698,4
-2.5869,-3.32,3
-0.54859,1.0466,1
-1.2823,1.192,4
-1.4787,2.6843,4
-0.5741,2.2025,4
-0.12118,1.6308,4
1.9181,2.0961,2
-0.95388,-1.9612,3
0.16086,-2.1032,1
-2.6094,-1.9548,3
1.0338,-2.0225,5
-1.6629,-1.173,3
-0.68763,0.92849,1
-0.61263,2.7921,4
-0.73636,-2.4802,3
2.4147,1.9199,2
1.6611,3.0271,2
-2.0942,2.7939,4
0.36373,-0.97757,1
2.0883,-2.3647,5
-0.19531,0.59178,1
1.655,-2.185,5
-2.6427,-1.7163,3
0.85797,0.020117,2
2.0078,-2.9086,5
-0.7471,0.63065,1
1.1993,-0.43837,1
1.6734,1.1928,2
1.767,1.1582,2
-2.4717,1.1807,4
-2.2325,1.2164,4
1.228,-2.2005,5
-0.53259,-1.214,1
-0.85867,0.7326,1
0.53219,2.1551,2
1.4252,2.5656,2
-2.614,1.9863,4
-2.5341,2.224,4
-0.44182,0.60112,1
1.6321,2.0016,2
2.1088,-0.91397,5
-1.2551,-0.75464,1
2.4077,-2.8401,5
-2.4889,1.835,4
2.1824,0.61061,2
-2.5805,-2.2257,3
-1.3215,0.6495,1
2.351,3.5285,2
-2.2999,-2.7596,3
-3.2323,2.4393,4
2.9782,-1.6251,5
0.0047676,-3.4135,3
-2.2032,-0.99486,3
2.0906,1.9185,2
-2.7317,-2.984,3
-0.91579,-0.003898,1
-1.0839,1.3694,4
0.25626,0.16822,1
-1.6285,-3.2294,3
0.90293,-1.8478,5
-0.39105,0.61218,1
-3.9512,-1.0772,3
-1.2349,-0.28328,1
1.2448,-1.4801,5
-1.4345,-1.6233,3
2.4129,-2.0561,5
-2.3339,2.554,4
2.211,-2.1188,5
1.5449,-0.92704,5
-3.3412,-3.4488,3
2.2816,2.8584,2
1.8539,2.4361,2
-1.5965,2.5973,4
0.83503,2.6429,2
-1.9955,-2.0867,3
-1.6104,-2.0489,3
2.4177,-3.2402,5
-1.9116,-2.0468,3
1.1678,0.54908,2
-0.51736,0.15366,1
-2.4631,0.96833,4
0.4165,-0.033015,1
-1.2103,-1.5533,3
1.673,2.854,2
-1.7438,2.6778,4
1.9844,-1.439,5
-2.6848,-2.7479,3
2.0667,2.1663,2
2.4282,1.5428,2
1.5388,3.9861,2
-1.6614,3.3564,4
-1.8029,3.3844,4
1.4573,-0.85166,5
1.3502,0.75489,2
3.2659,1.2246,2
-2.5116,1.1009,4
2.371,4.0846,2
1.9089,-2.1712,5
0.94569,0.19239,1
2.8966,1.6997,2
1.4678,-0.84306,5
0.48102,0.62996,1
-1.6183,-2.3232,3
-3.2763,0.85537,4
2.5612,2.8052,2
1.9125,-1.6944,5
1.5144,-1.9906,5
0.91885,1.0348,2
1.2164,1.0983,2
-1.9778,-1.4693,3
2.8079,-1.4466,5
-1.601,2.0632,4
-1.9292,-2.4166,3
-1.6176,-1.8563,3
0.95545,-1.588,5
2.3089,-1.7058,5
-2.1329,-1.9056,3
-2.5029,-3.0854,3
-2.5863,1.5238,4
2.1035,3.5209,2
1.5197,1.4341,2
-2.7984,-3.0205,3
1.3055,0.41947,1
1.6257,-3.091,5
-0.14323,-2.3319,5
2.4095,-1.9241,5
-3.0386,-1.3475,3
-2.9899,-2.1264,3
-1.9688,-1.9091,3
2.1514,1.9623,2
0.054595,-0.18063,1
-1.9401,1.7696,4
0.77362,3.0358,2
2.349,2.3808,2
2.2377,2.986,2
-1.3369,2.0164,4
0.91653,-0.46382,1
2.5009,1.266,2
2.0014,-1.0153,5
-0.62568,0.19226,1
-2.0059,1.8109,4
-3.3963,-1.5619,3
-1.8578,-0.90804,3
-3.0717,-3.537,3
2.1663,-1.3545,5
2.1742,-1.7711,5
-1.496,-3.2111,3
3.3188,-3.7017,5
-0.020299,-0.74373,1
-0.14856,0.69929,1
0.84862,2.8503,2
-1.3297,-2.3005,3
-1.0796,3.3117,4
2.9149,2.2897,2
2.0768,1.6393,2
-0.46665,-0.96592,1
0.43244,-1.5203,5
-1.8437,2.4288,4
3.3298,-2.0538,5
4.1084,2.1757,2
2.1856,-1.1518,5
-1.159,0.034508,4
1.5861,-2.1884,5
-1.8394,-1.3092,3
2.5885,2.1965,2
-2.2784,2.4126,4
2.0369,3.1002,2
1.1498,-2.0366,5
-2.4921,-1.8022,3
2.3181,0.41757,2
-2.3523,2.763,4
2.5591,1.2701,2
3.7702,-1.5039,5
-3.4256,2.2179,4
0.29129,2.0486,4
2.573,2.8356,2
0.7646,0.66616,1
-1.9572,2.025,4
2.3209,0.78335,2
2.1268,3.7726,2
1.4795,1.705,2
0.40849,-0.21346,1
-2.3457,-3.0074,3
3.3908,2.0563,2
-0.50094,0.20607,1
-3.4275,-0.88021,3
-2.1536,1.7785,4
-1.9454,-3.6694,3
-2.2589,-3.6895,3
-2.9801,1.5173,4
3.3794,2.8111,2
-2.7983,-2.0042,3
1.0606,0.43684,1
1.5841,-1.4599,5
2.3405,-1.7436,5
-0.019618,2.0751,2
3.732,-1.8043,5
1.8137,-1.0741,5
-3.2825,2.2126,4
-0.90683,-0.097808,1
1.2185,-0.5353,1
2.6902,2.545,2
3.443,-1.3306,5
-1.5973,-1.6679,3
0.82253,0.86192,1
-0.55545,0.76599,1
-1.0664,-0.16804,1
-1.3436,-2.3999,3
0.7179,0.74614,1
0.061025,0.65732,1
-3.1413,1.9081,4
1.6111,1.8916,2
1.8056,-1.8152,5
0.081983,1.8895,1
0.73629,-2.0679,5
1.3459,0.30526,1
0.96586,-0.38299,5
-2.1326,1.7755,4
1.6014,-2.0729,5
1.2664,2.4053,2
1.7705,3.4941,2
-2.6812,1.9869,4
2.4854,0.83204,2
2.8465,2.9389,2
-1.983,-2.1161,3
-0.81269,-2.4632,3
-0.096773,1.0035,1
-0.42798,0.29825,1
-1.657,1.4112,4
-1.0045,2.0105,4
-0.57598,-0.10247,1
-2.7174,-1.6714,3
2.439,0.56551,2
0.76641,-0.61129,1
1.9883,2.5437,2
1.1222,-2.5539,5
1.7582,0.94259,2
1.7536,1.7096,2
2.2302,1.9037,2
-1.8232,-2.5472,3
1.5586,2.0385,2
-1.7514,1.517,4
0.60915,-0.75294,1
3.008,2.0559,2
-0.57543,0.78288,4
2.1853,-1.8283,5
-0.2333,-0.65295,1
0.40882,0.64303,1
-2.5158,1.4389,4
2.4216,-1.5754,5
1.7285,3.316,2
-0.47793,2.2268,4
2.147,2.3858,2
-2.1705,2.1525,4
1.4183,1.5669,2
-1.933,1.16,4
0.26693,2.0849,2
1.9044,2.554,2
-2.6143,2.3674,4
1.6964,-0.98653,5
-1.465,2.0665,4
0.076972,-1.1891,1
2.3613,-1.0382,5
-1.2947,2.8195,4
-1.809,2.052,4
-3.0505,1.1413,4
2.7669,3.3365,2
-2.4026,2.426,4
-2.2213,4.6295,4
1.4767,4.8762,2
-2.9263,-1.3706,3
-0.32316,4.0682,4
-2.7536,-1.689,3
-0.94601,-1.0992,3
1.3925,-0.7564,5
-1.8888,-0.96099,3
-2.3862,3.2355,4
-1.4075,3.2213,4
1.2968,3.1004,2
0.41785,1.6805,1
-1.7359,2.1725,4
-1.3154,-0.74839,3
3.4563,3.7018,2
-0.86093,2.3872,4
-1.4574,-1.1839,3
0.54793,0.98505,1
2.3489,-0.61295,5
1.4655,-0.087069,5
-1.3001,0.25021,1
-0.43945,2.0855,1
-1.5798,-1.1986,3
-2.4618,2.9442,4
2.0386,1.7578,2
0.4722,0.43998,1
-3.2432,5.1148,4
1.3312,0.58753,5
2.3362,-2.4279,5
1.4806,3.2116,2
-3.4319,3.016,4
1.4264,-0.10268,5
-0.10546,-0.5768,1
-0.64744,2.0918,1
-0.28946,0.59792,1
-2.3944,0.61631,3
2.8187,4.3274,2
1.0822,1.4753,1
-0.14518,2.4863,1
-1.9679,-1.8012,3
-3.6047,3.6939,4
0.76215,1.4558,1
-1.1439,2.7947,4
1.8745,4.0613,2
-0.50266,1.8294,1
-3.0011,-0.81183,3
1.3505,-0.76561,5
1.0188,-0.47735,1
-2.3625,-0.98142,3
-1.9051,-0.31755,3
1.3021,1.6038,2
0.44252,0.12606,1
-1.7162,2.0055,4
2.1552,-0.6551,5
1.8411,-0.92973,5
2.3095,3.4927,2
-0.87791,1.4071,4
-2.0936,-1.4708,3
-2.2758,-0.10754,3
1.6748,-0.14889,5
-2.3677,-1.0052,3
0.62675,0.98697,1
-1.782,2.9089,4
-3.1404,2.9989,4
0.93028,-0.053771,1
-2.1661,3.8948,4
2.087,2.6926,2
1.9103,2.7702,2
1.7679,1.5338,2
-1.5245,-0.60045,3
1.9033,-0.28987,5
1.1929,-1.0157,5
-3.1782,-0.053376,3
-3.4474,-1.1585,3
1.6929,-0.92162,5
-0.25002,0.84959,1
